brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,price_capped,car_age,mileage_per_year,horsepower,engine_displacement_l,num_cylinders,transmission_type
Chevrolet,Silverado 2500 High Country,2022,18860.0,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,Blue,Gray,None reported,Yes,74500.0,74500.0,4,4715.0,445.0,6.6,8.0,Automatic
Mercedes-Benz,AMG C 63 Base,2017,28399.0,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,Black,None reported,Yes,55600.0,55600.0,9,3155.4444444444443,469.0,4.0,8.0,Automatic
Jeep,Wrangler Sahara,1998,136500.0,Gasoline,181.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,6999.0,6999.0,28,4875.0,181.0,4.0,6.0,Manual
Porsche,Boxster S,2005,95170.0,Gasoline,280.0HP 3.2L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Gray,None reported,Yes,24900.0,24900.0,21,4531.9047619047615,280.0,3.2,6.0,Manual
BMW,M3 Base,2006,95450.0,Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,Yes,42000.0,42000.0,20,4772.5,333.0,3.2,6.0,Manual
Chevrolet,Camaro LT1,2022,7652.0,Gasoline,6.2 Liter,Automatic,Blue,Jet Black,None reported,No,39998.0,39998.0,4,1913.0,,,,Automatic
BMW,535 i xDrive,2011,169000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,10999.0,10999.0,15,11266.666666666666,300.0,3.0,6.0,Other
RAM,1500 Laramie,2022,16744.0,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Delmonico Red Pearlcoat,Black,None reported,No,46999.0,46999.0,4,4186.0,,5.7,8.0,Automatic
Mercedes-Benz,Metris Base,2020,1025.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic,Black,Beige,None reported,Yes,299000.0,272713.2800000002,6,170.83333333333334,,2.0,4.0,Automatic
Chevrolet,Express 1500 Cargo,2004,152000.0,Gasoline,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,7999.0,7999.0,22,6909.090909090909,195.0,4.3,6.0,Automatic
BMW,X7 xDrive40i,2020,46000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,54999.0,54999.0,6,7666.666666666667,335.0,3.0,6.0,Other
BMW,X7 xDrive40i,2022,8000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Blue,Brown,None reported,Yes,85000.0,85000.0,4,2000.0,335.0,3.0,6.0,Automatic
Ferrari,F12berlinetta Base,2016,14770.0,Gasoline,6.3L V12 48V GDI DOHC,7-Speed Automatic with Auto-Shift,Gray,–,None reported,No,254900.0,254900.0,10,1477.0,,6.3,12.0,Automatic
Chevrolet,Silverado 2500 LT,2016,84421.0,E85 Flex Fuel,360.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,White,Black,None reported,Yes,36800.0,36800.0,10,8442.1,360.0,6.0,8.0,Automatic
Mercedes-Benz,Maybach S 580 4MATIC,2022,4760.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,9-Speed Automatic,Diamond White,Black,None reported,Yes,229000.0,229000.0,4,1190.0,,4.0,8.0,Automatic
GMC,Sierra 1500 Denali,2021,44691.0,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,White Frost Tri-Coat,Walnut,At least 1 accident or damage reported,No,56900.0,56900.0,5,8938.2,,6.2,8.0,Automatic
Mitsubishi,Outlander SEL,2022,11700.0,Gasoline,181.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,33000.0,33000.0,4,2925.0,181.0,2.5,4.0,Automatic
Ford,Shelby GT350 Base,2019,2800.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,91000.0,91000.0,7,400.0,526.0,5.2,8.0,Manual
MINI,Cooper Base,2010,58000.0,Gasoline,118.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gold,Black,None reported,Yes,8000.0,8000.0,16,3625.0,118.0,1.6,4.0,Automatic
Toyota,Prius Touring,2009,142500.0,Hybrid,76.0HP 1.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Blue,Beige,None reported,Yes,6999.0,6999.0,17,8382.35294117647,76.0,1.5,4.0,Automatic
Cadillac,Escalade ESV Base,2007,191900.0,Gasoline,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,9750.0,9750.0,19,10100.0,403.0,6.2,8.0,Automatic
Audi,A6 2.0T Premium Plus,2016,63398.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Gray,At least 1 accident or damage reported,Yes,19500.0,19500.0,10,6339.8,252.0,2.0,4.0,Automatic
Chevrolet,Suburban 1500 LT,2008,162750.0,Gasoline,320.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,White,Black,At least 1 accident or damage reported,Yes,7200.0,7200.0,18,9041.666666666666,320.0,5.3,8.0,Other
Jaguar,XK R,2012,38383.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,36949.0,36949.0,14,2741.6428571428573,510.0,5.0,8.0,Automatic
Porsche,911 Carrera GTS,2022,1837.0,Gasoline,3.0L H6 24V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Aventurine Green Metallic,Agave Green,None reported,No,179900.0,179900.0,4,459.25,,3.0,,Automatic
Ford,F-250 XLT,2022,36294.0,Diesel,6.7L V8 32V DDI OHV Turbo Diesel,Automatic,Oxford White,Medium Earth Gray,Unknown,No,77535.0,77535.0,4,9073.5,,6.7,8.0,Automatic
Audi,A4 2.0T Premium,2011,90818.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,8300.0,8300.0,15,6054.533333333334,211.0,2.0,4.0,Automatic
Cadillac,ATS 2.0L Turbo,2018,32000.0,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,22999.0,22999.0,8,4000.0,272.0,2.0,4.0,Automatic
Ford,Transit-350 Base,2019,94650.0,Gasoline,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,–,None reported,Yes,37000.0,37000.0,7,13521.42857142857,275.0,3.7,6.0,Automatic
Mercedes-Benz,G-Class G 63 AMG,2014,49899.0,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,72999.0,72999.0,12,4158.25,536.0,5.5,8.0,Automatic
Jeep,Wrangler Sahara,2011,55000.0,Gasoline,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,35000.0,35000.0,15,3666.6666666666665,202.0,3.8,6.0,Automatic
BMW,M4 Base,2015,23700.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,42800.0,42800.0,11,2154.5454545454545,425.0,3.0,6.0,Other
Tesla,Model S P100D,2018,46000.0,Unknown,518.0HP Electric Motor Electric Fuel System,A/T,White,Black,None reported,Yes,59500.0,59500.0,8,5750.0,518.0,,,Automatic
Maserati,Ghibli S GranLusso,2020,12118.0,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Brown,None reported,Yes,52900.0,52900.0,6,2019.6666666666667,424.0,3.0,6.0,Automatic
Pontiac,Firebird Trans Am,2001,64000.0,Gasoline,310.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,None reported,Yes,21000.0,21000.0,25,2560.0,310.0,5.7,8.0,Manual
Ford,Expedition XLT,2022,22169.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,Sandstone,None reported,Yes,57352.0,57352.0,4,5542.25,,3.5,6.0,Automatic
Ferrari,812 Superfast Base,2020,1575.0,Gasoline,788.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,Black,None reported,Yes,469900.0,272713.2800000002,6,262.5,788.0,6.5,12.0,Other
Tesla,Model X Long Range Plus,2021,46897.0,Unknown,557.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,69000.0,69000.0,5,9379.4,557.0,,,Automatic
Land,Rover Range Rover P400 SE SWB,2022,3369.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,Yes,139500.0,139500.0,4,842.25,395.0,3.0,6.0,Automatic
BMW,535 i xDrive,2011,135000.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Beige,None reported,Yes,9999.0,9999.0,15,9000.0,300.0,3.0,6.0,Automatic
BMW,428 i xDrive,2015,125000.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,15000.0,15000.0,11,11363.636363636364,240.0,2.0,4.0,Automatic
Cadillac,Escalade ESV Platinum,2017,134000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gold,Brown,None reported,Yes,32999.0,32999.0,9,14888.888888888889,420.0,6.2,8.0,Automatic
BMW,X5 xDrive35i,2014,143250.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,White,None reported,Yes,12999.0,12999.0,12,11937.5,300.0,3.0,6.0,Automatic
Lexus,GX 460 Premium,2017,82975.0,Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,Yes,31000.0,31000.0,9,9219.444444444445,301.0,4.6,8.0,Automatic
MINI,Countryman Cooper S ALL4,2016,91700.0,Gasoline,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,Yes,13999.0,13999.0,10,9170.0,181.0,1.6,4.0,Manual
Ford,F-150 XLT,2018,72393.0,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,Yes,35000.0,35000.0,8,9049.125,325.0,2.7,6.0,Automatic
INFINITI,QX60 Base,2016,71000.0,Gasoline,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,21500.0,21500.0,10,7100.0,265.0,3.5,6.0,Automatic
Lexus,RX 350 Base,2012,160900.0,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,None reported,Yes,15000.0,15000.0,14,11492.857142857143,270.0,3.5,6.0,Automatic
Dodge,Charger Scat Pack,2020,40208.0,Gasoline,485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,38000.0,38000.0,6,6701.333333333333,485.0,6.4,8.0,Automatic
Lexus,IS 350 Base,2017,77300.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,Yes,30000.0,30000.0,9,8588.888888888889,306.0,3.5,6.0,Automatic
Nissan,NV200 SV,2017,16700.0,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,26500.0,26500.0,9,1855.5555555555557,131.0,2.0,4.0,Automatic
Subaru,Impreza 2.0i Premium,2013,112000.0,Gasoline,148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Beige,None reported,Yes,9999.0,9999.0,13,8615.384615384615,148.0,2.0,4.0,CVT
BMW,M3 Base,2016,55250.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,White,None reported,Yes,49999.0,49999.0,10,5525.0,425.0,3.0,6.0,Manual
INFINITI,QX80 Luxe,2020,69000.0,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,31450.0,31450.0,6,11500.0,400.0,5.6,8.0,Automatic
Rolls-Royce,Phantom,2023,1560.0,Unknown,–,–,Tempest,Cobalt Blue,None reported,Yes,599995.0,272713.2800000002,3,520.0,,,,Other
Ford,Mustang GT Premium,2016,40570.0,Gasoline,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,Yes,30490.0,30490.0,10,4057.0,435.0,5.0,8.0,Manual
Toyota,RAV4 TRD Off Road,2020,46500.0,Gasoline,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,35200.0,35200.0,6,7750.0,203.0,2.5,4.0,Automatic
Honda,S2000 Base,2000,26900.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Red,None reported,Yes,35000.0,35000.0,26,1034.6153846153845,240.0,2.0,4.0,Manual
Jeep,Gladiator Sport,2021,5779.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Firecracker Red Clearcoat,Black,Unknown,No,41329.0,41329.0,5,1155.8,,3.6,6.0,Automatic
Ford,Bronco Big Bend Advanced,2023,12000.0,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,–,None reported,Yes,54000.0,54000.0,3,4000.0,275.0,2.3,4.0,Automatic
Ford,Expedition Timberline,2022,30301.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Dark Matter Metallic,Deep Cypress,None reported,Yes,68420.0,68420.0,4,7575.25,,3.5,6.0,Automatic
Toyota,Sequoia TRD Pro,2023,600.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Orange,Black,None reported,Yes,91995.0,91995.0,3,200.0,437.0,3.4,6.0,Automatic
Plymouth,Prowler Base,2001,22300.0,Gasoline,253.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Gray,None reported,Yes,28500.0,28500.0,25,892.0,253.0,3.5,6.0,Automatic
Alfa,Romeo Giulia Ti,2023,9275.0,Gasoline,2.0L I4 16V GDI SOHC Turbo,8-Speed Automatic,Alfa White,Black,None reported,No,43900.0,43900.0,3,3091.6666666666665,,2.0,4.0,Automatic
Chevrolet,Suburban 1500 LS,2004,171750.0,E85 Flex Fuel,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,White,Beige,At least 1 accident or damage reported,Yes,12998.0,12998.0,22,7806.818181818182,295.0,5.3,8.0,Automatic
Mitsubishi,Lancer Evolution GSR,2013,76500.0,Gasoline,291.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Black,None reported,Yes,28000.0,28000.0,13,5884.615384615385,291.0,2.0,4.0,Manual
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,49000.0,Gasoline,385.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,42995.0,42995.0,8,6125.0,385.0,3.0,6.0,Automatic
Audi,R8 5.2 quattro Spyder,2011,75000.0,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,At least 1 accident or damage reported,Yes,74000.0,74000.0,15,5000.0,525.0,5.2,10.0,Other
Ford,Escape XLT,2007,133300.0,Gasoline,153.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Silver,Silver,None reported,Yes,3000.0,3000.0,19,7015.789473684211,153.0,2.3,4.0,Automatic
BMW,X5 3.0si,2007,99700.0,Gasoline,260.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,Yes,8500.0,8500.0,19,5247.368421052632,260.0,3.0,6.0,Automatic
Chevrolet,Camaro 2LT,2011,126700.0,Gasoline,312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,At least 1 accident or damage reported,Yes,14000.0,14000.0,15,8446.666666666666,312.0,3.6,6.0,Other
BMW,340 i,2016,28000.0,Gasoline,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,None reported,Yes,36995.0,36995.0,10,2800.0,320.0,3.0,6.0,Manual
Mercedes-Benz,SL-Class SL 550,2012,21300.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Red,At least 1 accident or damage reported,Yes,38500.0,38500.0,14,1521.4285714285713,382.0,5.5,8.0,Automatic
Cadillac,Escalade Platinum,2019,92000.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,51900.0,51900.0,7,13142.857142857143,420.0,6.2,8.0,Automatic
Chevrolet,Silverado 3500 LTZ,2018,92149.0,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,6-Speed Automatic,Black,Jet Black,Unknown,No,52889.0,52889.0,8,11518.625,,6.6,8.0,Automatic
Lexus,RC F Base,2015,25756.0,Gasoline,467.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,49995.0,49995.0,11,2341.4545454545455,467.0,5.0,8.0,Automatic
Kia,Forte GT-Line,2021,24534.0,Gasoline,147.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,White,Black,None reported,Yes,21900.0,21900.0,5,4906.8,147.0,2.0,4.0,CVT
Land,Rover Range Rover Sport Supercharged Dynamic,2018,58100.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Black,None reported,Yes,53499.0,53499.0,8,7262.5,518.0,5.0,8.0,Automatic
Nissan,Titan S,2017,20220.0,Gasoline,390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,32324.0,32324.0,9,2246.6666666666665,390.0,5.6,8.0,Automatic
Honda,Accord EX-L 2.0T,2019,40069.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,27500.0,27500.0,7,5724.142857142857,252.0,2.0,4.0,Automatic
Subaru,WRX Base,2017,60930.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,Yes,23750.0,23750.0,9,6770.0,268.0,2.0,4.0,Manual
Audi,A4 2.0T Titanium Premium,2019,7300.0,Gasoline,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Gray,None reported,Yes,27900.0,27900.0,7,1042.857142857143,188.0,2.0,4.0,Automatic
Ford,Mustang EcoBoost Premium,2018,34000.0,Unknown,–,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,25000.0,25000.0,8,4250.0,,,,Automatic
Chevrolet,Avalanche 1500 LS,2012,56000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Black,At least 1 accident or damage reported,Yes,18000.0,18000.0,14,4000.0,320.0,5.3,8.0,Automatic
Mercedes-Benz,CLA-Class CLA 250,2014,136000.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,12000.0,12000.0,12,11333.333333333334,208.0,2.0,4.0,Other
BMW,228 Gran Coupe i xDrive,2020,31100.0,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,None reported,Yes,26999.0,26999.0,6,5183.333333333333,228.0,2.0,4.0,Automatic
Maserati,GranTurismo Base,2012,12100.0,Gasoline,440.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,37900.0,37900.0,14,864.2857142857143,440.0,4.7,8.0,Other
Ford,Expedition Platinum,2021,51902.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Red,Ceramic,None reported,Yes,57480.0,57480.0,5,10380.4,,3.5,6.0,Automatic
Audi,S4 Base,2007,93000.0,Gasoline,340.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,10995.0,10995.0,19,4894.736842105263,340.0,4.2,8.0,Manual
Land,Rover Range Rover Sport Supercharged HSE,2016,99915.0,Gasoline,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,White,At least 1 accident or damage reported,Yes,26500.0,26500.0,10,9991.5,340.0,3.0,6.0,Automatic
Ford,Mustang Mach-E GT,2022,7661.0,Unknown,Electric,1-Speed Automatic,Star White,Black Onyx,None reported,No,49599.0,49599.0,4,1915.25,,,,Automatic
Chevrolet,Tahoe LTZ,2007,177000.0,E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gold,Beige,At least 1 accident or damage reported,Yes,10750.0,10750.0,19,9315.78947368421,320.0,5.3,8.0,Automatic
Nissan,Xterra S,2008,100900.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,6999.0,6999.0,18,5605.555555555556,261.0,4.0,6.0,Automatic
INFINITI,Q60 3.0T Premium,2017,107380.0,Gasoline,300.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,17500.0,17500.0,9,11931.111111111111,300.0,3.0,6.0,Automatic
Ford,F-150 Raptor,2021,32957.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Oxford White,Black,None reported,No,77900.0,77900.0,5,6591.4,,3.5,6.0,Automatic
Acura,TLX Base,2016,45000.0,Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Blue,None reported,Yes,16500.0,16500.0,10,4500.0,206.0,2.4,4.0,Automatic
Nissan,Frontier SV,2013,67000.0,Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Blue,Gray,None reported,Yes,15500.0,15500.0,13,5153.846153846154,261.0,4.0,6.0,Automatic
Chevrolet,Camaro 1SS,2021,12600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,47000.0,47000.0,5,2520.0,455.0,6.2,8.0,Manual
Porsche,Panamera 4,2018,24882.0,Gasoline,330.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,59800.0,59800.0,8,3110.25,330.0,3.0,6.0,Other
Acura,TLX PMC Edition,2020,6900.0,Gasoline,290.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Red,Black,None reported,Yes,43500.0,43500.0,6,1150.0,290.0,3.5,6.0,Automatic
Kia,Sorento EX V6,2019,66075.0,Gasoline,3.3L V6 24V GDI DOHC,8-Speed Automatic,Titanium Silver,Satin Black,None reported,No,23754.0,23754.0,7,9439.285714285714,,3.3,6.0,Automatic
Hyundai,Palisade SEL,2021,68050.0,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,29600.0,29600.0,5,13610.0,291.0,3.8,6.0,Automatic
Ford,F-250 Lariat,2017,128000.0,Diesel,440.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Black,None reported,Yes,50000.0,50000.0,9,14222.222222222223,440.0,6.7,8.0,Automatic
BMW,430 i,2021,9472.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Blue,None reported,Yes,51000.0,51000.0,5,1894.4,255.0,2.0,4.0,Automatic
Mitsubishi,Lancer GTS,2009,185963.0,Gasoline,168.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Orange,Gray,At least 1 accident or damage reported,Yes,5100.0,5100.0,17,10939.0,168.0,2.4,4.0,CVT
Nissan,NV200 S,2019,52000.0,Gasoline,131.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Gray,At least 1 accident or damage reported,Yes,19500.0,19500.0,7,7428.571428571428,131.0,2.0,4.0,CVT
Buick,Enclave Leather,2015,68653.0,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,18950.0,18950.0,11,6241.181818181818,288.0,3.6,6.0,Automatic
Lexus,RX 330 Base,2004,151896.0,Gasoline,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,Yes,7900.0,7900.0,22,6904.363636363636,230.0,3.3,6.0,Automatic
Lexus,RX 450h F Sport,2019,43671.0,Hybrid,3.5L V6 24V PDI DOHC Hybrid,Automatic CVT,Caviar,Rioja Red,None reported,No,44950.0,44950.0,7,6238.714285714285,,3.5,6.0,CVT
Ford,F-250 Lariat,2017,72128.0,E85 Flex Fuel,6.2L V8 16V MPFI SOHC Flexible Fuel,6-Speed Automatic,White,Camel,Unknown,No,45985.0,45985.0,9,8014.222222222223,,6.2,8.0,Automatic
Kia,Forte Koup EX,2013,134207.0,Gasoline,156.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,–,At least 1 accident or damage reported,Yes,5500.0,5500.0,13,10323.615384615385,156.0,2.0,4.0,Automatic
GMC,Terrain SLE,2020,26470.0,Gasoline,1.5L I4 16V GDI DOHC Turbo,9-Speed Automatic,Summit White,Jet Black,None reported,Yes,29900.0,29900.0,6,4411.666666666667,,1.5,4.0,Automatic
Porsche,Macan Base,2018,82300.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,35000.0,35000.0,8,10287.5,252.0,2.0,4.0,Automatic
Lexus,RC 350 Base,2015,124000.0,Gasoline,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Blue,None reported,Yes,24000.0,24000.0,11,11272.727272727272,306.0,3.5,6.0,Other
Audi,S4 3.0T Premium Plus,2020,23823.0,Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Tango Red Metallic,Black,None reported,Yes,49995.0,49995.0,6,3970.5,,3.0,6.0,Automatic
GMC,Yukon SLT,2002,222600.0,Gasoline,275.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,Beige,None reported,Yes,4999.0,4999.0,24,9275.0,275.0,4.8,8.0,Automatic
Lamborghini,Urus Base,2021,9500.0,Gasoline,641.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,279900.0,272713.2800000002,5,1900.0,641.0,4.0,8.0,Automatic
